,comment,recommend,prediction,no preprocessing,no smoothing,no preprocessing or smoothing
432,"['اگه', 'فقط', 'برا', 'چاپ', 'سیاه', 'سفید', 'میخواید', 'اصلا', 'این', 'پرین', 'و', 'نخرید\r', 'من', 'برا', 'دف', 'خرید', 'چون', 'از', 'چاپ', 'رنگ', 'استفاده', 'نمیکرد', 'رنگ', 'زود', 'تمو', 'میشد', 'و', 'رنگ', 'باید', 'بگ', 'سخ', 'گیر', 'میاد', '\r', 'خیل', 'ه', 'صدا', 'میده', 'پرین']",recommended,recommended,recommended,recommended,recommended
433,"['نصف', 'کلید', 'کار', 'کرد#کن', 'و', 'مرجوع', 'کرد#کن', 'خراب']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
434,"['سلا', 'من', '۳ماهه', 'ک', 'خرید#خر', 'هر', 'کار', 'ه', 'ک', 'فکر', 'کرد#کن', 'با', 'انجا', 'داد', 'برا', 'سوراخکار', 'آهن', 'و', 'بتن', 'اگه', 'یک', 'حوصله', 'به', 'خرج', 'بدید', 'تا', 'مته', '۸رو', 'جواب', 'میده', 'اما', 'تو', 'پیچ', 'بستن', 'و', 'سوراخ', 'کردن', 'دیوار', 'و', '.', '.', '.', '.', '.', '.', '.', 'واقعا', 'خوبه/', 'سریع', 'داغ', 'میکنه', 'و', 'اگه', 'با', 'حوصله', 'با', 'کار', 'کرد#کن', 'دوا', 'زیاد', 'نمیاره/', 'و', 'توصیه', 'میکن', 'ک', 'دوس', 'رو', 'شماره', '۸', 'تنظ', 'کنن', 'به', 'جواب', 'میده', 'و', 'دکمه', 'بالا', 'ک', 'برا', 'دور', 'کند', 'هس', 'کامل', 'جا', 'بیفته', 'اگر', 'نیفته', 'رد', 'میکنه\r', 'امیدوار', 'نظرا', 'مفید', 'بوده', 'باشه', 'تقریبا', 'خوبه']",recommended,recommended,recommended,recommended,recommended
435,"['این', 'مدل', 'چیپ', 'را', 'ما', 'قبلا', 'از', 'بازار', 'تهیه', 'میکرد', 'با', 'قیم', 'بالا', '.', 'کیف', 'و', 'شکل', 'ظاهر', 'بعض', 'چیپ', 'ه', 'جالب', 'بود#باش', 'ول', 'اینکه', 'از', 'دیج', 'گرف', 'خوبه', '.', 'ممنون', 'از', 'دیجیکالا', '.', 'فقط', 'کا', 'بسته', '', 'با', 'تعداد', 'ب', 'و', 'اقتصاد', '', 'ه', 'دا', '.', 'چیپ', 'خو', 'قیم', '05']",recommended,recommended,recommended,recommended,recommended
436,"['تابه', 'ا', 'عال', 'به', 'از', 'این', 'نیس', 'بسیار', 'عال']",recommended,recommended,recommended,recommended,recommended
437,"['واقعا', 'زیباس', 'بسیار', 'عال']",recommended,recommended,recommended,recommended,recommended
438,"['اصلا', 'اون', 'چیز', 'که', 'فکر', 'میکرد', 'بود#باش', 'لاکو', 'محک', 'نگه', 'نمیداره', 'ظرف', 'لاک']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
439,"['کار', 'که', 'میخواین', 'رو', 'انجا', 'میده', 'ول', 'مایع', 'کیک', 'کم', 'نشت', 'میده', '.', 'خیل', 'خوب']",not_recommended,recommended,recommended,recommended,recommended
440,"['تو', 'پیشنهاد', 'ویژه', 'خرید', 'که', 'واقعا', 'میرزه', 'تو', 'پیشنهاد', 'ویژه', 'عال', 'بود#باش']",recommended,recommended,recommended,recommended,recommended
441,"['سلا', 'من', 'نه', 'ماه', 'اس', 'این', 'پرین', 'رو', 'دار', 'ال', 'دوهفته', 'اس', 'که', 'ارور', 'م', 'زنه', 'وچراغ', 'زرد', 'رنگ', 'روشنه', 'وشلنگ', 'جوهر', 'نم', 'کشه', 'خراب', 'دستگاه']",recommended,recommended,recommended,recommended,recommended
442,"['ماشین', 'خوبیه', 'قدرت', 'خوبه', 'اندازه', 'کوچیک', 'و', 'خو', 'دست', 'داره', 'چهار', 'تا', 'شونه', 'ه', 'داره', 'شارژ', 'ه', 'خوب', 'نگه', 'میداره', 'تا', 'ال', 'که', 'راضیم\r', '\r', 'فقط', 'اول', 'خریدین', 'باید', 'یه', '۱۲', 'ساع', 'تو', 'شارژ', 'باشه', 'تو', 'دف', 'چه', 'راهنما', 'زده', 'البته', 'انگلیس', 'قو', 'اما', 'کوچک']",recommended,recommended,recommended,recommended,recommended
443,"['از', 'نظر', 'ظاهر', 'خوبه', 'و', 'البته', 'ظاهر', 'کااملا', 'سلیقه', 'ایه\r', 'امروز', 'روز', 'سومه', 'که', 'از', 'استفاده', 'م', 'کن', 'و', 'از', 'همین', 'ال', 'ه', 'تغییر', 'رنگ', 'شروع', 'شده', 'و', 'دور', 'مچ', 'سیاه', 'میشه\r', 'به', 'هیچ', 'وجه', 'ارز', 'خرید', 'نداره', 'ظاهر', 'خوب', 'ول', 'ب', 'کیف']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
444,"['صدا', 'اسپیکر', 'هنگا', 'انجا', 'عمل', 'اسپیکر', 'آزاردهنده', 'اس', 'و', 'قابل', 'حذف', 'و', 'ک', 'شدن', 'ه', 'نیس', '.', 'مثلا', 'هنگا', 'روشن', 'شدن', 'با', 'صدا', 'گوینده', 'روشن', 'شدن', 'دستگاه', 'را', '\r', 'اعلا', 'م', 'کن', 'همچنین', 'سایر', 'عمل', 'اسپیکر', 'راو', 'خرید', 'این', 'محصول', 'را', 'پیشنهاد', 'میکن']",recommended,recommended,recommended,recommended,recommended
445,"['بو', 'خوب', 'و', 'آرام', 'بخشه', 'من', 'تو', 'پیشنهاد', 'ویژه', 'خرید', '45', 'تومن', '!', 'عالیه']",recommended,recommended,recommended,recommended,recommended
446,"['عطر', 'سلیقه', 'ا', 'ول', 'از', 'بو', 'اصلا', 'خو', 'نیومد', '.', 'البته', 'ماندگار', 'خوب', 'داره', 'خوشبو', 'نیس']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
447,"['با', 'سلا', '.', 'جاکلید', 'امروز', 'به', 'دس', 'رسید', '.', 'واقعا', 'با', 'کلاس', 'و', 'قشنگه', '.', 'دوخ', 'دور', 'با', 'سلیقه', 'و', 'با', 'دق', 'کار', 'شده', '.', 'دقیقا', 'اندازس', 'فقط', 'به', 'نظر', 'حلقه', 'و', 'آویز', 'برا', 'این', 'کار', 'باید', 'با', 'کیف', '', 'م', 'بود#باش', '.', '\r', 'ممنون', 'از', 'آقا', 'چر', 'و', 'مثل', 'همیشه', 'دیجیکالا', 'ممنون', 'از', 'دیج', 'کالا', 'و', 'آقا', 'چر']",recommended,recommended,recommended,recommended,recommended
448,"['من', 'این', 'موسو', 'چند', 'روز', 'پ', 'سفار', 'داد', 'متاسفانه', 'هلطک', 'موس', 'کار', 'نمیکرد', 'خراب', 'غلطک', 'موس']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
449,"['از', 'نووا', 'بعیده', 'چنین', 'جنس', 'من', 'از', 'دیجیکالا', 'خرید', 'ول', 'این', 'جنس', 'کیف', 'نداره', 'نسب', 'به', 'برد#بر', 'و', 'قیمت', 'البته', 'پول', 'بردشو', 'میگیره', 'فقط', 'کیف', 'ساخ']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
450,"['عاااالیه', 'خیل', 'خوبه', 'جنس', 'وشیکه', 'این', 'روچندروزه', 'خرید', '.', 'واقعا', 'جنس', 'خوبه', 'وشیکه']",recommended,recommended,recommended,recommended,recommended
451,"['چون', 'داس', 'به', 'صور', 'مداو', 'و', 'آن', 'بین', 'گذشته', 'و', 'ز', 'روا', 'جابجا', 'میشه', 'به', 'تمرکز', 'خوب', 'نیاز', 'داره', 'تا', 'خط', 'فکر', 'راو', '', 'گ', 'نشه', '.', 'اگه', 'حوصله', 'داشت#دار', 'اونقدر', 'لذ', 'میبرید', 'که', 'تصم', 'گرفت#گیر', 'دوباره', 'بخونید', '.', 'سبک', 'خاص']",recommended,recommended,recommended,recommended,recommended
452,"['خیل', 'معمولیه', '.', 'مواد', 'داخل', 'زیاده', 'من', 'بخاطر', 'تعریف', 'و', 'نظر', 'کاربرا', 'خرید', 'ول', 'کسا', 'که', 'مژه', '', 'بلند', 'دارن', 'بخرن', '.', 'مژه', '', 'متوسط', 'یا', 'کوتاه', 'خرید', 'نکنن', '.', 'خیل', 'مشک', 'نیس', 'و', 'اینکه', 'زیر', 'چ', 'ریز', 'داره', 'با', 'این', 'مبلغ', 'ریمل', '', 'بهتر', 'موجوده']",not_recommended,recommended,recommended,not_recommended,not_recommended
453,"['خیل', 'خو', 'اومد', 'از', 'این', 'خرید', '.', 'در', 'نگاه', 'اول', 'عاشق', 'میشید']",recommended,recommended,recommended,recommended,recommended
454,"['ارز', 'خرید', 'نداره', '.', 'س', 'شارژر', 'خراب', 'بود#باش', '.', 'اصلا', 'کار', 'کرد#کن', 'اصلا', 'به', 'درد', 'نمیخوره']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
455,"['تو', 'همون', '24', 'دقیقه', 'اول', 'که', 'بدس', 'رسید', 'برگ', 'زدم\r', 'چون', 'اولا', 'تو', 'جعبه', 'ا', 'خبر', 'از', 'سر', 'اضافه', 'نبود\r', 'دومن', 'هنگا', 'تکون', 'خوردن', 'قطع', 'میشد', 'و', 'باید', 'دوباره', 'روشن', 'میکردم', 'قطع', 'شدن', 'هنگا', 'حرک']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
456,"['با', 'سلا', 'خدم', 'دوستان\r', 'اگر', 'از', 'لحاظ', 'ک', 'مصرف', 'بودن', 'میخواین', 'استفاده', 'کرد#کن', 'خوبه', 'ول', 'در', 'کل', 'موقع', 'که', 'وصل', 'کرد#کن', 'رو', 'ماشین', 'نور', 'ضعیف', 'بود#باش', 'و', 'پشیمون', 'کرد\r', 'موفق', 'بود#باش', 'ب', 'کیف']",not_recommended,not_recommended,recommended,not_recommended,recommended
457,"['در', 'کل', 'عال', 'اس', 'بنده', 'که', 'از', 'خرید', 'راض', 'هس', 'پیشنهاد', 'میکن', 'خرید#خر']",recommended,recommended,recommended,recommended,recommended
458,"['خوشگله', 'امیدوار', 'رنگ', 'ثاب', 'بمونه', 'زیبا', 'و', 'دوس', 'داشتن']",recommended,recommended,recommended,recommended,recommended
459,"['بسیار', 'عالیه', 'من', 'راض', 'ا', 'کیف', 'عال']",recommended,recommended,recommended,recommended,recommended
460,"['واکس', 'خودرو', '!', 'جالبه', 'موقع', 'استفاده', 'متوجه', 'میشین', 'دقیقا', 'مثل', 'پول', 'کار', 'باید', 'استفاده', 'کنین', 'یه', 'مایع', 'زرد', 'رنگ', 'مثل', 'روغن', 'یا', 'کره', 'که', 'بعد', 'از', 'استفاد', 'و', 'نیرو', 'زیاد', 'که', 'برا', 'پخ', 'کردن', 'رو', 'سطح', 'مصرف', 'میکنین', 'تازه', 'خشک', 'میشه', 'و', 'حالا', 'درس', 'مثل', 'پول', 'باید', 'با', 'یه', 'دستمال', 'دیگه', 'خیل', 'سخ', '', 'پاک', 'کنین', '!', 'در', 'آخر', 'چ', 'میبینین', '!؟', 'هیچ', '!', 'فک', 'کن', 'هیچ', 'اتفاق', 'نیفتاده', '!', 'آقا', 'تعریف', 'واکس', 'رو', 'همه', 'میدونن', 'یه', 'مایع', 'که', 'اسپر', 'میشه', 'رو', 'سطح', 'و', 'با', 'یه', 'دستمال', 'به', 'راحت', 'پاک', 'میشه', 'و', 'در', 'آخر', 'براق', 'و', 'شفاف', 'بدنه', '.', 'ول', 'این', 'نه', 'واکس', '#هست', 'نه', 'کارا', 'داره', '.', 'حالا', 'میگین', 'نه', 'بخرین', 'تا', 'متوجه', 'بشین', 'واکس', 'تا', 'کلین']",not_recommended,recommended,recommended,not_recommended,not_recommended
461,"['این', 'قیم', 'نمیارزه', 'ب', 'کیف']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
462,"['ظاهر', 'خوب', 'داره', 'اما', 'جنس', 'پلاستیک', 'خیل', 'داد#ده', '،', 'رنگ', 'ه', 'با', 'چند', 'بار', 'پوشیدن', 'خراب', 'شده', 'کیف', 'پایین']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
463,"['با', 'گارانت', 'رز', 'مهر', 'خرید', 'بخاطر', 'قیم', 'پایین', '.', '.', '.', '.', 'با', 'اصل', 'مقایسه', 'کرد#کن', 'که', 'وزن', 'خیل', 'پایینتره', '.', '.', '.', 'و', 'ز', 'بیشتر', 'طول', 'میکشه', 'تا', 'شارژ', 'کنه', '.', '.', 'و', 'بشد', 'داغ', 'میکنه', 'که', 'هر', 'لحظه', 'انتظار', 'میره', 'پلاستیک', 'آب', 'بشه', '.', '.', 'دیگه', 'حاضر', 'نیس', 'گوش', 'با', 'شارژ', 'کن', 'چون', 'قطعا', 'باطر', 'گوش', 'خراب', 'میشه', '.', '.', '.', 'سیم', 'شاید', 'کاشت#کار', 'بیاد', 'و', 'خود', 'باید', 'بنداز', 'سطل', 'زباله', '.', '.', '.', '.', '.', '.', '.', 'و', 'دیگه', 'هیچ', 'وق', 'فریب', 'ارزون', 'رو', 'خورد#خور', '.', '.', 'گارانت', 'رز', 'مهر']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
464,"['خوبه', 'ول', 'نه', 'برا', 'تو', 'خونه', 'انتن', 'ده', 'و', 'کیف']",recommended,recommended,recommended,recommended,recommended
465,"['این', 'محصول', 'به', 'شد#شو', 'شل', 'و', 'وله', 'و', 'از', 'بغلا', 'وا', 'میره', 'بهتره', 'با', 'یه', 'ک', 'پول', 'بب', 'محصول', 'با', 'کیف', 'تر', 'خرید#خر', 'ب', 'کیف']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
466,"['من', 'که', 'راض', 'ام\r', 'مرس', 'خیل', 'راض', 'بود#باش']",recommended,recommended,recommended,recommended,recommended
467,"['خرید#خر', 'فقط', 'پولتون', 'رو', 'میریزید', 'دور', 'اصلا', 'به', 'در', 'خورد#خور', 'نیس', '.', '.', '.', 'بعد', '۲', 'روز', 'خود', 'افتاد#افت', 'خرید#خر']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
468,"['بعد', 'از', '۱', 'سال', 'استفاده', 'کاملا', 'چسب', '', 'باز', 'شده', 'و', 'شکل', 'ز', 'پیدا', 'کرده\r', 'مجبور', 'شد#شو', 'در', 'بیار', '،', 'بر', '', 'دقیق', 'نیس', 'خیل', 'بده\r', 'تن', 'خوب', 'این', 'بود#باش', 'راح', 'در', 'آورد#آور', 'و', 'انداخ', 'تو', 'سطل', 'آشغال', 'بعد', 'از', '۱', 'سال', 'استفاده']",recommended,not_recommended,not_recommended,recommended,recommended
469,"['گوش', 'خوبیه', 'با', 'توجه', 'به', 'قیمت', 'کارا', 'خوب']",recommended,recommended,recommended,recommended,recommended
470,"['تو', 'تصویر', 'انگار', 'شبیه', 'مروارید', 'هس', 'و', 'من', 'سفار', 'داد', 'وقت', 'اومد', 'انگار', 'یه', 'تسبیح', 'تحویل', 'گرف', 'و', 'بسیار', 'سنگا', 'زشتو', 'ماتو', 'مصنوع', 'دا', '.', 'سنگ', 'واقعا', 'افتضاح', 'بودن']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
471,"['عالیه', '،', 'حت', 'از', 'پنکیک', 'بورژویس', 'ه', 'بهتره', '.', '\r', 'کاور', 'فوق', 'العادس', '.', 'کاور', 'صور']",recommended,recommended,recommended,not_recommended,not_recommended
472,"['در', 'توضیح', 'نوشته_اس', 'مناسب', 'برا', 'لپ', 'تاپ', '15.6', 'اینچ', 'اما', 'جا', 'لپ', 'تاب', 'مناسب', 'برا', '15.6', 'نیس', '.', 'مناسب', 'برا', '15.6', 'نیس']",not_recommended,not_recommended,recommended,recommended,recommended
473,"['شیک', 'اس', 'ول', 'زیبا', 'پایدار', 'داشت#دار', ':', 'خیل', 'زود', '،', 'چر', 'رویه', 'کف', 'به', 'عل', 'نازک', 'زیاد', '،', 'خط', 'میفتد', 'و', 'چروک', 'میشود', '،', 'و', 'همین', 'نازک', 'زیاد', 'از', 'حد', 'چر', 'باعث', 'میشود', 'که', 'کاملاً', 'فر', 'پا', 'و', 'انگ', 'را', 'گرفت#گیر', 'و', 'از', 'آنکادره', 'بودن', 'خارج', 'شد#شو', '.', '.', '.', 'زیره', 'مقوا', 'ب', 'کیفیت', 'داشت#دار', '.', '.', '.', 'کف', 'آن', 'لاستیک', 'و', 'خیل', 'نر', 'اس', '.', '.', '.', 'پاشنه', '', 'توخال', 'آن', 'نیز', 'خیل', 'نر', 'و', 'ب', 'دوا', 'اس', '(', 'بویژه', 'برا', 'افراد', 'سنگین', ')', '.', '.', '.', 'تاحدود', 'قالب', 'کوچک', 'از', 'سایز', 'واقع', 'داشت#دار', '(', 'نه', 'زیاد', '.', '.', '.', 'ن', 'سایز', '.', '.', '.', 'که', 'با', 'اضافه', 'یا', 'حذف', 'کردن', 'کف', 'طب', 'داخل', 'آن', '،', 'به', 'سایز', 'مناسب', 'تبدیل', 'میشود', ')', '.', 'شیکِ', 'ک', 'دوا']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
474,"['من', 'چندتا', 'از', 'این', 'کابل', 'تا', 'حالا', 'خریدار', 'کرده_ا', 'و', 'بسیار', 'عال', 'بوده', 'اند\r', 'برا', 'فس', 'شارژ', 'خیل', 'خوب', 'جواب', 'میده', 'و', 'گوش', 'من', 'که', 'S7', 'edge', 'هس', 'رو', 'در', '45', 'دقیقه', 'فول', 'شارژ', 'میکنه', '.', '\r', 'برا', 'انتقال', 'دیتا', 'ه', 'جواب', 'میده', '.', 'کابل', 'LG', 'اصل']",recommended,recommended,recommended,recommended,recommended
475,"['با', 'توجه', 'به', 'قیمت', 'تو', 'فرو', 'ویژه', 'عال', 'هس', '.', 'برایه', 'هر', 'خونه', 'واقعا', 'لازمه', '.', 'وسیله\r', 'کار', 'راه', 'اندازه', 'و', 'بدرد', 'بخوریه', 'خوبه', '.', 'شک', 'کرد#کن']",recommended,recommended,recommended,recommended,recommended
476,"['واقعا', 'ارز', 'خرید', 'داره', 'عال', 'لیو', 'اب', 'خور', 'اون']",recommended,recommended,recommended,recommended,recommended
477,"['بعد', 'از', 'یه', 'مد', 'استفاده', 'قفل', 'خراب', 'شد#شو', 'و', 'باز', 'نمیشد', '.', '.', '.', 'چند', 'تا', 'ضربه', 'به', 'زد#زن', 'خود', 'بخود', 'درس', 'شد#شو', '.', '.', 'مطمئنن', 'هیچ', 'امنیت', 'رو', 'تضمین', 'نمیکنه', 'بد', 'نیس', '.', '.', 'ول', 'خوب', 'ه', 'نیس']",not_recommended,not_recommended,not_recommended,recommended,recommended
478,"['چراغ', 'خوبیه', '،', 'نور', 'کاملا', 'محوطه', 'اطراف', 'رو', 'روشن', 'میکنه', 'فقط', 'یک', 'لامپشو', 'که', 'روشن', 'کن', 'وقت', 'بقیه', 'نور', 'بالا', 'رو', 'روشن', 'میکن', 'زیاد', 'تاثیر', 'تو', 'روشنا', 'بیشتر', 'نداره', 'ول', 'همون', 'یک', 'لامپ', 'کاملا', 'محیط', 'رو', 'روشن', 'میکنه', '،', 'دو', 'لامپ', 'پایین', 'نور', 'نقطه', 'ا', 'میندازه', 'و', 'فاصله', '', 'زیاد', 'رو', 'به', 'صور', 'نقطه', 'ا', 'روشن', 'میکنه', '،', 'طراح', 'دقیقا', 'شبیه', 'عکسه', '،', 'با', 'کیف', 'ساخته', 'شده', '،', 'یک', 'فلاشر', 'قرمز', 'ه', 'پ', 'سر', 'داره', 'که', 'خیل', 'به', 'کار', 'من', 'میخوره', 'چون', 'واسه', 'دوچرخه', 'سوار', 'تو', 'شب', 'میخاس', 'که', 'البته', 'اول', 'از', 'وجود', 'خبر', 'ندا', 'بعد', 'به', 'صور', 'اتفاق', 'دید#بین', 'چون', 'تو', 'توضیحات', 'چیز', 'از', 'گفت#گو', '،', 'فقط', 'باطر', 'فوق', 'العاده', 'ب', 'کیفیته', 'که', 'حتما', 'باید', 'یک', 'جف', 'باطر', 'با', 'مارک', 'خوب', 'برا', 'بگیرن', 'و', 'دوتا', 'باطریه', 'خودشو', 'بزارن', 'زاپاس', '.', 'من', 'دو', 'روز', 'ب', 'نیس', 'گرف', 'از', 'باطر', 'راض', 'بود#باش', 'ول', 'بقیه', 'چیزا', 'اگه', 'همین', 'جور', 'باشه', 'راض', '.', 'یا', 'حق', 'چراغ', 'با', 'کیف', 'ول', 'باطر', 'ضعیف']",recommended,recommended,recommended,not_recommended,not_recommended
479,"['من', 'این', 'هدفون', 'رو', 'برا', 'گوش', 's8+', 'خود', 'خرید', '.', 'چون', 'هدفون', 'akg', 'که', 'داخل', 'بود#باش', 'شکس', '.', 'ال', 'چند', 'روز', 'ب', 'نیس', 'که', 'دار', 'استفاد', 'میکن', 'پس', 'نظر', 'رو', 'تو', 'همین', 'استفاده', 'چند', 'روزه', 'میگ', '.', '\r', 'کیف', 'صدا', 'byron', 'خوبه', 'و', 'صدا', 'خوب', 'همراه', 'با', 'باس', 'کنترل', 'شده', 'داره', '.', 'البته', 'به', 'نظر', 'شخص', 'من', 'باس', 'ب', 'بود#باش', 'به', 'بود#باش', '.', 'ول', 'در', 'کل', 'ترک', '', 'رو', 'با', 'جزئ', 'قابل', 'قبول', 'پخ', 'میکنه', '.', '\r', 'یک', 'از', 'بدی', 'اینه', 'که', 'روک', '', 'گوش', 'با', 'سایز', 'زیاد', 'نمیاد', 'فقط', 'کلا', 'صدا', 'سایز', 'جایگزین', 'داره', '.', '\r', 'بعد', 'این', 'که', 'کیف', 'این', 'هدفون', 'از', 'هدفون', 'داخل', 'جعبه', 'گوش', 'اس۸', 'بهتره', 'به', 'نظر', '.', '\r', 'من', 'یک', 'هفته', 'هنوز', 'نیس', 'که', 'دار', 'از', 'استفاده', 'میکن', 'و', 'به', 'مرور', 'ز', 'اگه', 'نظر', 'دا', 'همینجا', 'مجدد', 'میگ', 'هدفون', 'خوب', 'برا', 'گوش', 'با', 'کیف', 'قابل', 'قبول']",recommended,recommended,recommended,recommended,recommended
480,"['همه', 'چ', 'تمومه', 'صدا', 'زیر', 'و', 'بیس', 'عال', 'تفکیک', 'میکنه\r', 'من', 'ب', 'به', 'موزیک', '', 'که', 'بیس', 'خفن', 'دارن', 'گو', 'مید', 'و', 'در', 'این', 'مورد', 'عال', 'عمل', 'میکنه', '.', '\r', 'کس', 'که', 'اهل', 'بیس', 'هستن', 'حتما', 'تهیه', 'ا', 'کنن', 'پشیمون', 'نمیشید', 'عال', 'از', 'هر', 'نظر']",recommended,recommended,recommended,recommended,recommended
481,"['هیچ', 'بدرد', 'نمیخوره', 'خرید#خر', 'من', 'عود', 'داد', 'افتضاح', 'خرید#خر']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
482,"['اصلا', 'خرید#خر', 'به', 'درد', 'نمیخوره', 'اصلا', 'چسپندگ', 'نداره', 'اصلا', 'اندازه', 'صفحه', 'نما', 'نیس', 'پول', 'دور', 'ریختنه', 'دوس', 'داشت#دار', 'پول', 'دور', 'ریخت#ریز', 'خرید#خر', 'اصلا', 'پیشنهاد', 'نمیکن', 'خرید#خر', 'از', 'ما', 'گفتنه', 'خرید#خر']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
483,"['این', 'کیف', 'عاللیه', 'ول', 'یه', 'مشکل', 'بزرگ', 'داره', 'اینه', 'ک', 'جایه', 'دستع', 'ندارع', 'یا', 'اگه', 'دسته', 'هارو', 'میذار', 'در', 'کیف', 'بسته', 'نمیشه', 'کیف', 'پلستیشن']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
484,"['این', 'مدل', 'صفحه', 'نما', 'بسیار', 'ب', 'کیفیت', 'داشت#دار', '.', 'قسم', 'بالا', 'صفحه', 'نما', 'مرتباً', 'چشمک', 'میزند', 'و', 'با', 'آپد', 'نر', 'افزار', 'دستگاه', 'مشکل', 'حل', 'شد#شو', 'برا', 'من', '.', '(', 'پس', 'از', 'ش', 'ماه', 'استفاده', 'و', 'خراب', 'اعصاب', 'بخاطر', 'چشمک', 'زدن', 'صفحه', '،', 'راه', 'حل', 'پیدا', 'شد#شو', '.', '.', '.', 'تغییر', 'پارتیشین', 'بند', 'حافظه', 'به', 'gpt', 'و', 'نصب', 'ویندوز', 'در', 'حال', 'uefi', 'مشکل', 'را', 'برطرف', 'میکند', '.', ')', '\r', 'فقط', 'در', 'بخ', 'س', 'پ', 'یو', 'و', 'گرافیک', 'با', 'توجه', 'به', 'قیم', 'معقول', 'و', 'مناسب', 'اس', '.', 'گاه', 'به', 'پریشان', 'گاه', 'به', 'پشیمان']",not_recommended,not_recommended,recommended,not_recommended,not_recommended
485,"['یک', 'موس', 'معمول', 'معمول', 'خواهید_دا', '.', 'برا', 'استفاده', 'روزمره', 'نقد', 'پس', 'از', 'خرید']",not_recommended,recommended,recommended,recommended,recommended
486,"['این', 'وقت', 'ب', 'دس', 'من', 'رسید', 'نه', 'جعبه', 'ا', 'دا', 'و', 'نه', 'بسته', 'بند', 'یه', 'سلفون', 'کشیده', 'بودن', 'رو', 'نسب', 'ب', 'چیز', 'ک', 'تو', 'عکس', 'بود#باش', 'ه', 'خیل', 'فرق', 'میکرد', 'موقع', 'خرید', 'به', 'ابعاد', 'دق', 'کرد#کن', '.', '\r', 'ب', 'شبیه', 'جا', 'سوییچ', 'تا', 'چیزا', 'دیگر', 'به', 'نظر', 'من', 'خرید#خر', 'اصلا', 'خوب', 'نیس', '.', 'اصلا', 'جالب', 'نیس']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
487,"['من', 'اول', 'فکر', 'نمیکرد', 'واقعا', 'ایتالیا', 'باشه', 'فکر', 'میکرد', 'از', 'این', 'چینیاس', 'که', '', 'کپین', 'اما', 'وقت', 'به', 'دس', 'رسید', 'دید', 'اصل', 'ایتالیاس', '،', 'مدل', 'محصول', 'رو', 'تو', 'سا', 'RCR', 'زد#زن', 'دقیقا', 'همین', 'محصول', 'اومد', '،', 'قیمت', '', 'مقدار', 'بالاس', 'که', 'تو', 'شگف', 'انگیز', 'ارز', 'خرید', 'خیل', 'بالاس', 'فنجان', 'با', 'کیف', 'ایتالیا']",recommended,recommended,recommended,recommended,recommended
488,"['سلا', 'من', 'این', 'کوله', 'رو', 'از', 'دیجیکالا', 'خرید', 'بسیار', 'راض', 'هس', 'از', 'جنس', 'واقعا', 'محکمه', 'و', 'زیبا', '.', 'پیشنهاد', 'میکنم\u200cاز', 'دست', 'دید#بین', '.', '.', '.', 'ممنون', 'از', 'دیجیکالا', 'عال', 'و', 'مناسب']",recommended,recommended,recommended,recommended,recommended
